STORE_NBR,YEARMONTH,totSales,nCustomers,nTxn,nChips,nTxnPerCust,nChipsPerTxn,avgPricePerUnit
56,201811,690.6,84,103,206,1.2261904761904763,2.0,3.3524271844660194
56,201812,717.2,81,103,206,1.271604938271605,2.0,3.4815533980582525
56,201901,581.8,67,85,170,1.2686567164179106,2.0,3.42235294117647
57,201807,768.8,97,113,226,1.1649484536082475,2.0,3.4017699115044246
57,201808,873.9,100,123,237,1.23,1.9268292682926829,3.687341772151899
57,201809,742.4,95,108,216,1.1368421052631579,2.0,3.437037037037037
57,201810,870.2,96,123,246,1.28125,2.0,3.53739837398374
57,201811,779.6,94,108,216,1.148936170212766,2.0,3.609259259259259
57,201812,896.8,100,124,248,1.24,2.0,3.616129032258064
57,201901,747.4,80,107,214,1.3375,2.0,3.492523364485981
58,201807,1515.0,138,175,349,1.2681159420289856,1.9942857142857142,4.340974212034384
58,201808,962.15,99,117,223,1.1818181818181819,1.9059829059829059,4.31457399103139
58,201809,1338.4,127,154,308,1.2125984251968505,2.0,4.345454545454546
58,201810,1348.4,123,151,302,1.2276422764227641,2.0,4.464900662251656
58,201811,1073.2,106,123,246,1.1603773584905661,2.0,4.362601626016261
58,201812,1144.8,120,134,267,1.1166666666666667,1.992537313432836,4.287640449438202
58,201901,1195.0,119,140,279,1.1764705882352942,1.9928571428571429,4.2831541218638
59,201807,1145.2,114,129,256,1.131578947368421,1.9844961240310077,4.4734375
59,201808,881.5,95,108,202,1.1368421052631579,1.8703703703703705,4.3638613861386135
59,201809,1044.0,105,118,236,1.1238095238095238,2.0,4.423728813559322
59,201810,1115.4,106,131,262,1.2358490566037736,2.0,4.257251908396947
59,201811,913.4,93,109,218,1.1720430107526882,2.0,4.1899082568807335
59,201812,1103.5,111,126,250,1.135135135135135,1.9841269841269842,4.414
59,201901,1026.6,104,118,235,1.1346153846153846,1.9915254237288136,4.368510638297872
60,201807,1035.2,102,118,236,1.1568627450980393,2.0,4.386440677966102
60,201808,1003.4,95,118,229,1.2421052631578948,1.9406779661016949,4.3816593886462885
60,201809,998.1,93,117,231,1.2580645161290323,1.9743589743589745,4.320779220779221
60,201810,918.0,92,107,210,1.1630434782608696,1.9626168224299065,4.371428571428571
60,201811,1087.9,107,127,252,1.1869158878504673,1.984251968503937,4.317063492063492
60,201812,1170.7,112,137,271,1.2232142857142858,1.9781021897810218,4.319926199261992
60,201901,942.8,91,109,215,1.1978021978021978,1.9724770642201834,4.385116279069767
61,201807,38.4,6,6,12,1.0,2.0,3.1999999999999997
61,201808,22.7,5,5,6,1.0,1.2,3.783333333333333
61,201809,99.0,13,13,26,1.0,2.0,3.8076923076923075
61,201810,56.0,7,7,14,1.0,2.0,4.0
61,201811,36.8,7,7,14,1.0,2.0,2.6285714285714286
61,201812,27.799999999999997,4,4,8,1.0,2.0,3.4749999999999996
61,201901,42.2,8,8,15,1.0,1.875,2.8133333333333335
62,201807,952.8000000000001,105,135,270,1.2857142857142858,2.0,3.528888888888889
62,201808,745.6,87,109,213,1.2528735632183907,1.9541284403669725,3.500469483568075
62,201809,876.4,95,121,242,1.2736842105263158,2.0,3.621487603305785
62,201810,764.0,94,110,220,1.1702127659574468,2.0,3.4727272727272727
62,201811,856.4,89,123,246,1.3820224719101124,2.0,3.4813008130081298
62,201812,821.8,99,123,246,1.2424242424242424,2.0,3.3406504065040648
62,201901,811.8,91,115,230,1.2637362637362637,2.0,3.5295652173913044
63,201807,967.8,106,130,260,1.2264150943396226,2.0,3.7223076923076923
63,201808,924.9,104,136,263,1.3076923076923077,1.9338235294117647,3.5167300380228137
63,201809,926.2,105,131,262,1.2476190476190476,2.0,3.535114503816794
63,201810,819.2,91,116,232,1.2747252747252746,2.0,3.531034482758621
63,201811,883.8,104,126,252,1.2115384615384615,2.0,3.507142857142857
63,201812,917.0,106,131,262,1.2358490566037736,2.0,3.5
63,201901,939.0,106,135,270,1.2735849056603774,2.0,3.477777777777778
64,201807,495.0,53,56,112,1.0566037735849056,2.0,4.419642857142857
64,201808,364.1,41,44,84,1.0731707317073171,1.9090909090909092,4.33452380952381
64,201809,378.6,41,42,84,1.024390243902439,2.0,4.507142857142857
64,201810,452.0,48,51,102,1.0625,2.0,4.431372549019608
64,201811,338.6,34,38,76,1.1176470588235294,2.0,4.455263157894737
64,201812,332.8,36,38,76,1.0555555555555556,2.0,4.378947368421053
64,201901,318.0,34,36,72,1.0588235294117647,2.0,4.416666666666667
65,201807,931.8,99,106,209,1.0707070707070707,1.971698113207547,4.458373205741626
65,201808,908.9,97,113,209,1.1649484536082475,1.8495575221238938,4.348803827751196
65,201809,901.7,91,107,206,1.1758241758241759,1.925233644859813,4.3771844660194175
65,201810,996.5,101,117,226,1.1584158415841583,1.9316239316239316,4.40929203539823
65,201811,1030.2,104,122,238,1.1730769230769231,1.9508196721311475,4.328571428571429
65,201812,1203.0,118,140,273,1.1864406779661016,1.95,4.406593406593407
65,201901,1140.7,112,132,258,1.1785714285714286,1.9545454545454546,4.421317829457364
66,201807,320.6,38,39,75,1.0263157894736843,1.9230769230769231,4.274666666666667
66,201808,459.3,48,53,105,1.1041666666666667,1.9811320754716981,4.3742857142857146
66,201809,464.2,47,53,106,1.127659574468085,2.0,4.379245283018868
66,201810,386.6,42,43,86,1.0238095238095237,2.0,4.495348837209303
66,201811,268.4,32,32,64,1.0,2.0,4.19375
66,201812,402.4,40,45,89,1.125,1.9777777777777779,4.521348314606741
66,201901,431.0,46,50,99,1.0869565217391304,1.98,4.353535353535354
67,201807,813.0,92,114,228,1.2391304347826086,2.0,3.5657894736842106
67,201808,858.6,99,126,242,1.2727272727272727,1.9206349206349207,3.5479338842975205
67,201809,719.6,88,103,206,1.1704545454545454,2.0,3.4932038834951458
67,201810,877.0,103,120,240,1.1650485436893203,2.0,3.654166666666667
67,201811,760.2,89,112,224,1.2584269662921348,2.0,3.3937500000000003
67,201812,733.8,85,102,204,1.2,2.0,3.5970588235294114
67,201901,839.0,102,121,242,1.1862745098039216,2.0,3.4669421487603307
68,201807,282.5,35,36,66,1.0285714285714285,1.8333333333333333,4.28030303030303
68,201808,283.3,35,38,63,1.0857142857142856,1.6578947368421053,4.496825396825397
68,201809,265.9,29,32,62,1.103448275862069,1.9375,4.288709677419354
68,201810,279.5,31,34,64,1.096774193548387,1.8823529411764706,4.3671875
68,201811,356.2,42,45,86,1.0714285714285714,1.9111111111111112,4.141860465116279
68,201812,343.8,38,41,80,1.0789473684210527,1.951219512195122,4.2975
68,201901,329.8,39,41,77,1.0512820512820513,1.8780487804878048,4.283116883116883
69,201807,895.6,106,131,262,1.2358490566037736,2.0,3.418320610687023
69,201808,935.25,112,145,268,1.2946428571428572,1.8482758620689654,3.4897388059701493
69,201809,880.4,99,122,244,1.2323232323232323,2.0,3.6081967213114754
69,201810,759.2,88,112,224,1.2727272727272727,2.0,3.3892857142857147
69,201811,1040.0,116,148,296,1.2758620689655173,2.0,3.5135135135135136
69,201812,895.6,99,125,250,1.2626262626262625,2.0,3.5824000000000003
69,201901,806.6,97,117,234,1.2061855670103092,2.0,3.447008547008547
70,201807,828.4,101,122,244,1.2079207920792079,2.0,3.3950819672131147
70,201808,825.4,91,124,235,1.3626373626373627,1.8951612903225807,3.5123404255319146
70,201809,822.4,95,118,236,1.2421052631578948,2.0,3.484745762711864
70,201810,733.6,88,106,212,1.2045454545454546,2.0,3.460377358490566
70,201811,728.0,82,103,206,1.2560975609756098,2.0,3.533980582524272
70,201812,649.0,76,92,184,1.2105263157894737,2.0,3.527173913043478
70,201901,850.6,94,126,252,1.3404255319148937,2.0,3.3753968253968254
71,201807,1054.2,108,149,298,1.3796296296296295,2.0,3.53758389261745
71,201808,916.1,102,134,253,1.3137254901960784,1.8880597014925373,3.6209486166007907
71,201809,830.2,93,117,234,1.2580645161290323,2.0,3.547863247863248
71,201810,839.6,97,121,242,1.2474226804123711,2.0,3.469421487603306
71,201811,905.4,96,127,254,1.3229166666666667,2.0,3.564566929133858
71,201812,898.0,101,130,260,1.2871287128712872,2.0,3.453846153846154
71,201901,843.2,98,124,248,1.2653061224489797,2.0,3.4000000000000004
72,201807,1252.2,113,140,280,1.238938053097345,2.0,4.472142857142857
72,201808,1141.7,116,139,263,1.1982758620689655,1.8920863309352518,4.34106463878327
72,201809,1131.8,109,132,263,1.2110091743119267,1.9924242424242424,4.303422053231939
72,201810,1163.4,112,133,266,1.1875,2.0,4.373684210526316
72,201811,987.6,99,112,224,1.1313131313131313,2.0,4.4089285714285715
72,201812,1087.4,109,126,252,1.1559633027522935,2.0,4.315079365079366
72,201901,1111.8,104,130,260,1.25,2.0,4.276153846153846
73,201807,330.5,49,52,95,1.0612244897959184,1.8269230769230769,3.4789473684210526
73,201808,292.2,43,44,80,1.0232558139534884,1.8181818181818181,3.6525
73,201809,298.4,40,41,73,1.025,1.7804878048780488,4.087671232876712
73,201810,337.9,51,55,99,1.0784313725490196,1.8,3.413131313131313
73,201811,244.4,38,38,72,1.0,1.894736842105263,3.3944444444444444
73,201812,311.7,43,46,86,1.069767441860465,1.8695652173913044,3.624418604651163
73,201901,301.1,46,46,87,1.0,1.891304347826087,3.4609195402298853
74,201807,190.2,40,42,55,1.05,1.3095238095238095,3.458181818181818
74,201808,120.6,29,30,33,1.0344827586206897,1.1,3.6545454545454543
74,201809,156.4,34,36,46,1.0588235294117647,1.2777777777777777,3.4
74,201810,194.3,41,44,56,1.0731707317073171,1.2727272727272727,3.4696428571428575
74,201811,125.4,32,32,38,1.0,1.1875,3.3000000000000003
74,201812,167.5,36,36,46,1.0,1.2777777777777777,3.641304347826087
74,201901,179.8,38,39,50,1.0263157894736843,1.2820512820512822,3.596
75,201807,1021.1,95,118,235,1.2421052631578948,1.9915254237288136,4.345106382978724
75,201808,1014.3,105,125,230,1.1904761904761905,1.84,4.41
75,201809,1049.6,100,120,239,1.2,1.9916666666666667,4.3916317991631795
75,201810,1153.6,116,135,268,1.1637931034482758,1.9851851851851852,4.304477611940298
75,201811,1126.8,104,125,249,1.2019230769230769,1.992,4.525301204819277
75,201812,975.6,95,111,222,1.168421052631579,2.0,4.394594594594595
75,201901,1097.2,105,124,248,1.180952380952381,2.0,4.424193548387097
77,201807,268.4,47,51,77,1.0851063829787233,1.5098039215686274,3.4857142857142853
77,201808,247.5,46,46,71,1.0,1.5434782608695652,3.4859154929577465
77,201809,216.8,40,42,66,1.05,1.5714285714285714,3.284848484848485
77,201810,194.3,36,37,50,1.0277777777777777,1.3513513513513513,3.886
77,201811,224.9,39,42,63,1.0769230769230769,1.5,3.56984126984127
77,201812,255.20000000000002,43,45,67,1.0465116279069768,1.488888888888889,3.8089552238805973
77,201901,188.4,31,35,58,1.1290322580645162,1.6571428571428573,3.2482758620689656
78,201807,753.0,82,107,214,1.3048780487804879,2.0,3.5186915887850465
78,201808,742.5,83,108,206,1.3012048192771084,1.9074074074074074,3.604368932038835
78,201809,761.4,93,106,212,1.1397849462365592,2.0,3.591509433962264
78,201810,810.0,90,119,238,1.3222222222222222,2.0,3.403361344537815
78,201811,706.0,85,104,208,1.223529411764706,2.0,3.394230769230769
78,201812,662.8000000000001,76,94,188,1.236842105263158,2.0,3.5255319148936173
78,201901,712.0,81,99,198,1.2222222222222223,2.0,3.595959595959596
79,201807,998.5,105,117,227,1.1142857142857143,1.9401709401709402,4.398678414096916
79,201808,878.15,98,114,206,1.163265306122449,1.8070175438596492,4.262864077669903
79,201809,1078.9,111,131,252,1.1801801801801801,1.9236641221374047,4.281349206349207
79,201810,915.5,97,105,206,1.0824742268041236,1.9619047619047618,4.444174757281553
79,201811,1016.8,99,123,234,1.2424242424242424,1.9024390243902438,4.345299145299145
79,201812,873.2,94,103,202,1.0957446808510638,1.9611650485436893,4.322772277227723
79,201901,912.9,99,110,209,1.1111111111111112,1.9,4.367942583732058
80,201807,943.2,99,116,220,1.1717171717171717,1.896551724137931,4.287272727272727
80,201808,871.2,98,111,201,1.1326530612244898,1.8108108108108107,4.334328358208955
80,201809,984.6,99,118,226,1.1919191919191918,1.9152542372881356,4.356637168141593
80,201810,1038.8,113,126,235,1.1150442477876106,1.8650793650793651,4.420425531914893
80,201811,790.4,80,90,176,1.125,1.9555555555555555,4.490909090909091
80,201812,832.4,92,101,190,1.0978260869565217,1.881188118811881,4.381052631578947
80,201901,926.7,103,115,214,1.116504854368932,1.8608695652173912,4.3303738317757015
81,201807,1164.5,114,137,269,1.2017543859649122,1.9635036496350364,4.328996282527881
81,201808,1017.2,105,126,234,1.2,1.8571428571428572,4.3470085470085476
81,201809,1276.0,121,144,286,1.1900826446280992,1.9861111111111112,4.461538461538462
81,201810,943.2,98,110,217,1.1224489795918366,1.9727272727272727,4.346543778801844
81,201811,1031.9,99,118,235,1.1919191919191918,1.9915254237288136,4.391063829787234
81,201812,1258.0,121,146,292,1.2066115702479339,2.0,4.308219178082192
81,201901,1095.2,105,125,248,1.1904761904761905,1.984,4.416129032258064
82,201807,312.5,42,45,87,1.0714285714285714,1.9333333333333333,3.5919540229885056
82,201808,292.8,37,41,78,1.1081081081081081,1.9024390243902438,3.753846153846154
82,201809,316.7,42,45,87,1.0714285714285714,1.9333333333333333,3.640229885057471
82,201810,285.3,40,42,82,1.05,1.9523809523809523,3.479268292682927
82,201811,321.3,48,50,98,1.0416666666666667,1.96,3.2785714285714285
82,201812,301.3,41,42,83,1.024390243902439,1.9761904761904763,3.630120481927711
82,201901,340.5,45,49,96,1.0888888888888888,1.9591836734693877,3.546875
83,201807,738.6,89,107,214,1.202247191011236,2.0,3.451401869158879
83,201808,706.2,93,106,199,1.1397849462365592,1.8773584905660377,3.548743718592965
83,201809,792.6,85,109,218,1.2823529411764707,2.0,3.6357798165137614
83,201810,721.8,82,110,220,1.3414634146341464,2.0,3.2809090909090908
83,201811,748.0,87,106,212,1.2183908045977012,2.0,3.5283018867924527
83,201812,874.8,105,130,260,1.2380952380952381,2.0,3.3646153846153846
83,201901,833.6,95,124,248,1.305263157894737,2.0,3.361290322580645
84,201807,470.6,52,55,110,1.0576923076923077,2.0,4.278181818181818
84,201808,423.6,50,50,96,1.0,1.92,4.4125000000000005
84,201809,395.8,44,44,88,1.0,2.0,4.497727272727273
84,201810,443.0,47,50,100,1.0638297872340425,2.0,4.43
84,201811,438.6,47,49,98,1.0425531914893618,2.0,4.475510204081633
84,201812,486.4,51,56,112,1.0980392156862746,2.0,4.3428571428571425
84,201901,402.0,43,47,94,1.0930232558139534,2.0,4.276595744680851
86,201807,851.0,94,120,239,1.2765957446808511,1.9916666666666667,3.5606694560669454
86,201808,726.85,92,106,203,1.1521739130434783,1.9150943396226414,3.5805418719211826
86,201809,855.0,100,121,242,1.21,2.0,3.5330578512396693
86,201810,898.8,105,130,260,1.2380952380952381,2.0,3.4569230769230765
86,201811,851.2,95,119,238,1.2526315789473683,2.0,3.5764705882352943
86,201812,812.2,93,115,230,1.2365591397849462,2.0,3.531304347826087
86,201901,800.6,89,121,242,1.3595505617977528,2.0,3.3082644628099174
87,201807,274.2,34,35,62,1.0294117647058822,1.7714285714285714,4.422580645161291
87,201808,285.9,36,37,66,1.0277777777777777,1.7837837837837838,4.331818181818181
87,201809,294.2,39,40,66,1.0256410256410255,1.65,4.457575757575757
87,201810,355.4,44,47,81,1.0681818181818181,1.7234042553191489,4.387654320987654
87,201811,259.6,37,39,62,1.054054054054054,1.5897435897435896,4.187096774193549
87,201812,414.8,51,54,91,1.0588235294117647,1.6851851851851851,4.558241758241758
87,201901,333.1,41,45,77,1.0975609756097562,1.711111111111111,4.325974025974026
88,201807,1218.2,124,144,288,1.1612903225806452,2.0,4.229861111111111
88,201808,1242.2,125,152,287,1.216,1.888157894736842,4.32822299651568
88,201809,1361.8,121,153,306,1.2644628099173554,2.0,4.450326797385621
88,201810,1270.8,120,150,300,1.25,2.0,4.236
88,201811,1311.4,123,150,300,1.2195121951219512,2.0,4.371333333333333
88,201812,1213.0,120,138,276,1.15,2.0,4.394927536231884
88,201901,1215.4,115,141,282,1.2260869565217392,2.0,4.309929078014185
89,201807,178.3,41,42,49,1.024390243902439,1.1666666666666667,3.638775510204082
89,201808,175.2,43,44,52,1.0232558139534884,1.1818181818181819,3.369230769230769
89,201809,171.9,39,40,49,1.0256410256410255,1.225,3.5081632653061225
89,201810,251.5,53,55,77,1.0377358490566038,1.4,3.2662337662337664
89,201811,173.4,40,42,55,1.05,1.3095238095238095,3.152727272727273
89,201812,116.3,28,29,35,1.0357142857142858,1.206896551724138,3.322857142857143
89,201901,213.3,46,49,62,1.065217391304348,1.2653061224489797,3.4403225806451614
90,201807,215.0,39,39,62,1.0,1.5897435897435896,3.467741935483871
90,201808,219.3,36,37,62,1.0277777777777777,1.6756756756756757,3.5370967741935484
90,201809,131.4,24,24,41,1.0,1.7083333333333333,3.204878048780488
90,201810,309.1,52,54,85,1.0384615384615385,1.5740740740740742,3.6364705882352943
90,201811,226.2,35,38,66,1.0857142857142856,1.736842105263158,3.4272727272727272
90,201812,229.7,39,43,72,1.1025641025641026,1.6744186046511629,3.1902777777777778
90,201901,285.8,45,47,79,1.0444444444444445,1.6808510638297873,3.617721518987342
91,201807,807.3,83,97,185,1.1686746987951808,1.907216494845361,4.363783783783783
91,201808,819.2,86,100,187,1.1627906976744187,1.87,4.380748663101604
91,201809,938.9,94,109,212,1.1595744680851063,1.944954128440367,4.42877358490566
91,201810,795.7,81,94,182,1.1604938271604939,1.9361702127659575,4.371978021978022
91,201811,865.3,93,104,200,1.118279569892473,1.9230769230769231,4.326499999999999
91,201812,805.6,84,91,177,1.0833333333333333,1.945054945054945,4.551412429378531
91,201901,774.7,84,93,179,1.1071428571428572,1.924731182795699,4.327932960893855
93,201807,971.4,104,134,268,1.2884615384615385,2.0,3.6246268656716416
93,201808,922.6,103,138,260,1.3398058252427185,1.8840579710144927,3.5484615384615386
93,201809,1075.6,122,157,314,1.2868852459016393,2.0,3.4254777070063693
93,201810,998.2,109,142,284,1.3027522935779816,2.0,3.5147887323943663
93,201811,884.4,96,130,260,1.3541666666666667,2.0,3.4015384615384616
93,201812,1146.4,122,158,316,1.2950819672131149,2.0,3.627848101265823
93,201901,900.6,97,128,256,1.3195876288659794,2.0,3.51796875
94,201807,863.2,99,121,242,1.2222222222222223,2.0,3.5669421487603308
94,201808,1082.15,115,148,295,1.2869565217391303,1.9932432432432432,3.668305084745763
94,201809,935.0,105,134,268,1.276190476190476,2.0,3.4888059701492535
94,201810,965.2,100,129,258,1.29,2.0,3.7410852713178295
94,201811,906.3,99,131,263,1.3232323232323233,2.0076335877862594,3.4460076045627375
94,201812,836.2,96,116,232,1.2083333333333333,2.0,3.6043103448275864
94,201901,897.2,101,128,256,1.2673267326732673,2.0,3.5046875
95,201807,1022.8,97,117,233,1.2061855670103092,1.9914529914529915,4.38969957081545
95,201808,1144.85,117,137,264,1.170940170940171,1.927007299270073,4.33655303030303
95,201809,1058.0,102,120,238,1.1764705882352942,1.9833333333333334,4.445378151260504
95,201810,1114.2,111,126,251,1.135135135135135,1.992063492063492,4.439043824701195
95,201811,1073.2,107,124,247,1.158878504672897,1.9919354838709677,4.344939271255061
95,201812,1048.2,105,120,240,1.1428571428571428,2.0,4.367500000000001
95,201901,1015.1,102,118,234,1.1568627450980393,1.9830508474576272,4.338034188034188
96,201807,357.4,41,41,82,1.0,2.0,4.3585365853658535
96,201808,343.0,35,39,77,1.1142857142857143,1.9743589743589745,4.454545454545454
96,201809,355.2,37,39,78,1.054054054054054,2.0,4.553846153846154
96,201810,266.2,30,30,60,1.0,2.0,4.4366666666666665
96,201811,345.2,38,39,78,1.0263157894736843,2.0,4.425641025641026
96,201812,455.2,49,51,102,1.0408163265306123,2.0,4.462745098039216
96,201901,374.0,39,43,86,1.1025641025641026,2.0,4.348837209302325
97,201807,805.8,81,108,216,1.3333333333333333,2.0,3.730555555555555
97,201808,865.55,112,137,258,1.2232142857142858,1.8832116788321167,3.35484496124031
97,201809,842.4,91,121,242,1.3296703296703296,2.0,3.4809917355371898
97,201810,926.6,100,132,264,1.32,2.0,3.5098484848484848
97,201811,761.6,94,114,228,1.2127659574468086,2.0,3.3403508771929826
97,201812,794.4,96,109,218,1.1354166666666667,2.0,3.6440366972477065
97,201901,797.0,94,115,230,1.2234042553191489,2.0,3.465217391304348
98,201807,110.6,29,30,33,1.0344827586206897,1.1,3.3515151515151516
98,201808,86.4,23,23,25,1.0,1.0869565217391304,3.4560000000000004
98,201809,106.8,29,30,32,1.0344827586206897,1.0666666666666667,3.3375
98,201810,121.2,32,34,35,1.0625,1.0294117647058822,3.462857142857143
98,201811,98.7,28,28,28,1.0,1.0,3.525
98,201812,159.9,41,42,43,1.024390243902439,1.0238095238095237,3.718604651162791
98,201901,108.5,29,29,30,1.0,1.0344827586206897,3.6166666666666667
99,201807,18.5,5,5,5,1.0,1.0,3.7
99,201808,14.8,3,3,4,1.0,1.3333333333333333,3.7
99,201809,20.8,6,6,8,1.0,1.3333333333333333,2.6
99,201810,12.1,4,4,4,1.0,1.0,3.025
99,201811,17.2,4,4,5,1.0,1.25,3.44
99,201812,4.2,1,1,1,1.0,1.0,4.2
99,201901,15.700000000000001,4,4,4,1.0,1.0,3.9250000000000003
100,201807,948.6,107,144,288,1.3457943925233644,2.0,3.29375
100,201808,854.6,99,126,248,1.2727272727272727,1.9682539682539681,3.445967741935484
100,201809,896.2,100,130,260,1.3,2.0,3.446923076923077
100,201810,1012.4,104,143,286,1.375,2.0,3.53986013986014
100,201811,776.4,85,109,218,1.2823529411764707,2.0,3.561467889908257
100,201812,952.4,104,132,264,1.2692307692307692,2.0,3.6075757575757574
100,201901,983.0,106,140,280,1.320754716981132,2.0,3.5107142857142857
101,201807,832.0,92,118,236,1.2826086956521738,2.0,3.5254237288135593
101,201808,806.5,100,117,219,1.17,1.8717948717948718,3.682648401826484
101,201809,823.2,91,117,234,1.2857142857142858,2.0,3.5179487179487183
101,201810,834.0,98,119,238,1.2142857142857142,2.0,3.504201680672269
101,201811,807.2,92,113,226,1.2282608695652173,2.0,3.571681415929204
101,201812,692.6,82,104,208,1.2682926829268293,2.0,3.3298076923076922
101,201901,782.0,91,116,232,1.2747252747252746,2.0,3.3706896551724137
102,201807,746.4,88,107,214,1.2159090909090908,2.0,3.4878504672897197
102,201808,923.2,95,128,251,1.3473684210526315,1.9609375,3.6780876494023906
102,201809,898.4,100,128,256,1.28,2.0,3.509375
102,201810,795.8,93,117,234,1.2580645161290323,2.0,3.4008547008547008
102,201811,847.2,91,116,232,1.2747252747252746,2.0,3.651724137931035
102,201812,763.8,92,108,216,1.173913043478261,2.0,3.536111111111111
102,201901,865.8,102,122,244,1.196078431372549,2.0,3.5483606557377048
103,201807,183.0,35,36,56,1.0285714285714285,1.5555555555555556,3.267857142857143
103,201808,247.3,40,42,72,1.05,1.7142857142857142,3.4347222222222222
103,201809,252.4,45,46,78,1.0222222222222221,1.6956521739130435,3.235897435897436
103,201810,242.2,38,38,71,1.0,1.868421052631579,3.4112676056338027
103,201811,383.2,57,63,104,1.105263157894737,1.6507936507936507,3.6846153846153844
103,201812,269.0,47,49,79,1.0425531914893618,1.6122448979591837,3.4050632911392404
103,201901,274.9,44,47,76,1.0681818181818181,1.6170212765957446,3.6171052631578946
104,201807,777.8,92,112,224,1.2173913043478262,2.0,3.4723214285714286
104,201808,850.9,101,124,233,1.2277227722772277,1.8790322580645162,3.651931330472103
104,201809,749.4,88,105,210,1.1931818181818181,2.0,3.5685714285714285
104,201810,867.0,94,126,252,1.3404255319148937,2.0,3.4404761904761907
104,201811,715.0,76,103,206,1.355263157894737,2.0,3.470873786407767
104,201812,851.8,95,123,246,1.2947368421052632,2.0,3.46260162601626
104,201901,839.8,90,117,234,1.3,2.0,3.5888888888888886
105,201807,859.5,94,124,249,1.3191489361702127,2.0080645161290325,3.4518072289156625
105,201808,860.8,106,135,256,1.2735849056603774,1.8962962962962964,3.3625
105,201809,792.0,98,119,238,1.2142857142857142,2.0,3.327731092436975
105,201810,806.6,93,114,228,1.2258064516129032,2.0,3.537719298245614
105,201811,711.2,89,103,206,1.1573033707865168,2.0,3.4524271844660195
105,201812,962.6,101,137,274,1.3564356435643565,2.0,3.513138686131387
105,201901,736.4,80,105,210,1.3125,2.0,3.5066666666666664
106,201807,979.8,106,134,268,1.2641509433962264,2.0,3.655970149253731
106,201808,746.55,95,116,218,1.2210526315789474,1.8793103448275863,3.4245412844036696
106,201809,1027.4,113,148,296,1.3097345132743363,2.0,3.4709459459459464
106,201810,871.8,98,123,246,1.2551020408163265,2.0,3.54390243902439
106,201811,903.2,106,130,260,1.2264150943396226,2.0,3.473846153846154
106,201812,788.6,92,112,224,1.2173913043478262,2.0,3.5205357142857143
106,201901,821.6,96,121,242,1.2604166666666667,2.0,3.3950413223140496
107,201807,759.8,84,105,210,1.25,2.0,3.618095238095238
107,201808,783.3,95,118,226,1.2421052631578948,1.9152542372881356,3.465929203539823
107,201809,694.0,81,94,188,1.1604938271604939,2.0,3.6914893617021276
107,201810,764.4,87,107,214,1.2298850574712643,2.0,3.5719626168224297
107,201811,696.0,85,101,202,1.188235294117647,2.0,3.4455445544554455
107,201812,692.8,81,99,198,1.2222222222222223,2.0,3.498989898989899
107,201901,798.4,92,113,226,1.2282608695652173,2.0,3.5327433628318583
108,201807,242.70000000000002,30,30,57,1.0,1.9,4.257894736842106
108,201808,391.2,43,44,86,1.0232558139534884,1.9545454545454546,4.5488372093023255
108,201809,308.5,37,38,68,1.027027027027027,1.7894736842105263,4.536764705882353
108,201810,221.4,27,29,52,1.0740740740740742,1.793103448275862,4.257692307692308
108,201811,252.5,31,31,59,1.0,1.903225806451613,4.279661016949152
108,201812,240.6,27,29,53,1.0740740740740742,1.8275862068965518,4.539622641509434
108,201901,320.6,39,40,73,1.0256410256410255,1.825,4.391780821917808
109,201807,820.4,102,125,250,1.2254901960784315,2.0,3.2816
109,201808,801.3,86,113,215,1.313953488372093,1.9026548672566372,3.726976744186046
109,201809,769.4,91,109,218,1.1978021978021978,2.0,3.5293577981651376
109,201810,868.8000000000001,99,125,250,1.2626262626262625,2.0,3.4752
109,201811,884.6,99,125,250,1.2626262626262625,2.0,3.5384
109,201812,835.2,92,123,246,1.3369565217391304,2.0,3.3951219512195125
109,201901,804.2,88,109,218,1.2386363636363635,2.0,3.6889908256880735
110,201807,642.7,81,90,177,1.1111111111111112,1.9666666666666666,3.631073446327684
110,201808,702.8,81,102,190,1.2592592592592593,1.8627450980392157,3.6989473684210523
110,201809,627.2,72,87,174,1.2083333333333333,2.0,3.6045977011494257
110,201810,760.6,89,108,216,1.2134831460674158,2.0,3.5212962962962964
110,201811,736.6,92,107,214,1.1630434782608696,2.0,3.4420560747663553
110,201812,942.6,112,139,278,1.2410714285714286,2.0,3.3906474820143884
110,201901,849.0,96,121,242,1.2604166666666667,2.0,3.5082644628099175
111,201807,178.7,42,43,52,1.0238095238095237,1.2093023255813953,3.4365384615384613
111,201808,254.7,42,44,69,1.0476190476190477,1.5681818181818181,3.6913043478260867
111,201809,153.6,35,36,46,1.0285714285714285,1.2777777777777777,3.3391304347826085
111,201810,205.4,41,43,57,1.048780487804878,1.3255813953488371,3.6035087719298247
111,201811,163.5,34,37,45,1.088235294117647,1.2162162162162162,3.6333333333333333
111,201812,196.1,42,43,58,1.0238095238095237,1.3488372093023255,3.3810344827586207
111,201901,162.3,38,40,51,1.0526315789473684,1.275,3.182352941176471
112,201807,945.8,102,137,274,1.3431372549019607,2.0,3.451824817518248
112,201808,866.0,100,133,258,1.33,1.9398496240601504,3.356589147286822
112,201809,829.8000000000001,100,120,240,1.2,2.0,3.4575000000000005
112,201810,840.0,104,122,244,1.1730769230769231,2.0,3.442622950819672
112,201811,840.0,86,116,232,1.3488372093023255,2.0,3.6206896551724137
